1.093718538799443030e+00 4.728447904735818552e-01 1.189199151481601380e+00 4.620638583307867808e-01 -8.837305956575221000e-01 -8.779417439929004807e-02
2.327515023284656870e+00 3.429654639792662496e-01 2.622078917642710616e-01 -4.973171983973619925e-01 4.490824068795904900e+00 2.415734911087783043e+00
-8.752864711002331655e-01 -1.828489840934940658e-01 9.813250702179164842e-01 1.270177737238928350e-01 -4.619044478128219389e+00 -7.630117248153942544e-01
4.600126759293468592e-01 5.356739224864222326e-02 -9.021754893829281308e-03 5.921251572328214419e-01 1.170384763246553161e+00 -1.580249240998210070e+00
8.303229519883166543e-03 2.650052238823704664e-01 -1.455754243144441462e-02 8.443514575377134013e-02 3.664561565561225143e-01 4.228997399227318876e-01
-1.518650192420894496e-01 8.638349872996196055e-01 -7.488913017621950940e-01 3.607146421605137432e-01 2.132425754801047901e+00 8.975165026367913912e-01
2.053215529162155661e-01 -9.564245366558117578e-02 3.261294838522179051e-01 -1.777910759391305717e-01 -2.262048304760248540e-01 6.245142450246327082e-01
7.097991716703696552e-01 -3.624990699730252786e-01 -2.544140856047034660e-01 7.858028489172207420e-01 2.452754603426022584e+00 -3.102444873546186699e+00
-2.703227417104012154e-01 9.833002401245086732e-01 -6.897313123176290750e-01 -2.824248097123305268e-02 1.620058234867459923e+00 2.609653424483879824e+00
-4.678246443410729594e-01 8.069726758944232303e-01 -1.403189715874961774e+00 -3.195840205438603143e-01 3.406306697754243551e+00 2.768123305013447055e+00
3.412833960433866998e-01 1.082930749525349512e+00 -3.358082313789462758e-01 3.089226576511475142e-01 1.866897138523127442e+00 1.765709266286882961e+00
7.439099859605430298e-01 5.757609627152365794e-01 -4.924989580113204868e-01 7.481432282489585139e-01 3.280802578988387008e+00 -7.834294827103996939e-01
3.504290168599740740e-01 1.573934027725235052e-02 -1.976978681578306363e-02 4.023339138353965727e-01 9.673954812069434084e-01 -1.048165522955491369e+00
1.504324002970407470e-01 2.200645741082337403e-01 5.465250825741412299e-01 -6.249686253427594318e-02 -1.085356074207269206e+00 7.246520497108558390e-01
1.743109834319475748e+00 3.290751918419756450e-01 1.298068240667919149e+00 -7.323475276189979344e-02 1.758735031468952881e-01 1.255938337080295675e+00
1.866536667646067738e+00 1.808401381721743140e-01 8.575001965674555748e-01 -6.462067566579627886e-01 1.904467868361580996e+00 2.352979405795075696e+00
-1.126794908722136501e+00 -6.128588921630873099e-03 6.648647389855031342e-01 1.113845188570484757e-01 -4.297828452430763946e+00 5.357738551780677483e-03
1.179885248931027864e+00 -5.273826053415030524e-01 -1.862281528345627324e-02 -1.002186153727492868e-01 2.887601850333696429e+00 -5.248267879787795742e-01
